Hydrophobicity,Polarity,Class
-27,1,nonDRNA
-46,17,nonDRNA
-73,4,nonDRNA
-20,-1,nonDRNA
-29,8,nonDRNA
-33,-11,nonDRNA
-43,22,nonDRNA
-67,8,nonDRNA
54,2,nonDRNA
-54,0,nonDRNA
-20,4,nonDRNA
-20,4,nonDRNA
45,-2,nonDRNA
-11,8,nonDRNA
-8,4,nonDRNA
-111,22,nonDRNA
-72,4,nonDRNA
-37,11,nonDRNA
-42,0,nonDRNA
-29,-8,nonDRNA
-6,6,nonDRNA
-56,-3,nonDRNA
125,23,nonDRNA
-63,13,nonDRNA
-55,5,nonDRNA
-79,7,nonDRNA
-119,19,nonDRNA
6,24,nonDRNA
-47,8,nonDRNA
-44,5,nonDRNA
-17,2,nonDRNA
-33,-4,nonDRNA
-418,-6,nonDRNA
36,2,nonDRNA
-32,22,nonDRNA
-32,17,nonDRNA
21,-5,nonDRNA
-66,8,nonDRNA
-53,-9,nonDRNA
-79,-6,nonDRNA
-46,10,nonDRNA
5,12,nonDRNA
-10,40,nonDRNA
-22,1,nonDRNA
-24,2,nonDRNA
-47,7,nonDRNA
-27,11,nonDRNA
-4,5,nonDRNA
-75,-22,nonDRNA
-22,21,nonDRNA
26,-2,nonDRNA
-16,7,nonDRNA
197,61,nonDRNA
-47,-6,nonDRNA
-42,-1,nonDRNA
-49,16,nonDRNA
-60,22,nonDRNA
-36,2,nonDRNA
-20,4,nonDRNA
-29,17,nonDRNA
-31,-2,nonDRNA
-70,15,nonDRNA
-36,7,nonDRNA
-60,3,nonDRNA
-75,8,nonDRNA
-14,7,nonDRNA
-69,8,nonDRNA
-48,9,nonDRNA
-103,0,nonDRNA
-29,3,nonDRNA
-60,11,nonDRNA
-520,5,nonDRNA
-23,15,nonDRNA
-58,3,nonDRNA
-73,30,nonDRNA
-71,9,nonDRNA
-91,-3,nonDRNA
-50,-13,nonDRNA
-102,-1,nonDRNA
-36,-4,nonDRNA
-12,3,nonDRNA
-22,-1,nonDRNA
13,10,nonDRNA
-19,32,nonDRNA
73,34,nonDRNA
-65,17,nonDRNA
63,36,nonDRNA
-1,4,nonDRNA
-64,-2,nonDRNA
-137,-6,nonDRNA
-139,-5,nonDRNA
-137,-6,nonDRNA
-16,-10,nonDRNA
-87,10,nonDRNA
-24,1,nonDRNA
-2,-3,nonDRNA
-44,-1,nonDRNA
-62,-12,nonDRNA
-65,-8,nonDRNA
296,-19,nonDRNA
-47,3,nonDRNA
46,-27,nonDRNA
-22,12,nonDRNA
13,27,nonDRNA
113,18,nonDRNA
-201,33,nonDRNA
0,-7,nonDRNA
-6,-3,nonDRNA
-97,-13,nonDRNA
-22,-1,nonDRNA
0,-5,nonDRNA
-10,33,nonDRNA
2,0,nonDRNA
-49,-4,nonDRNA
0,-10,nonDRNA
-40,1,nonDRNA
-45,-3,nonDRNA
-38,2,nonDRNA
3,-13,nonDRNA
-92,21,nonDRNA
-195,-9,nonDRNA
-38,10,nonDRNA
-25,6,nonDRNA
-205,29,nonDRNA
-119,6,nonDRNA
-64,8,nonDRNA
-70,3,nonDRNA
-93,14,nonDRNA
-90,-20,nonDRNA
-16,19,nonDRNA
0,-8,nonDRNA
-57,5,nonDRNA
-83,-6,nonDRNA
-31,3,nonDRNA
-60,7,nonDRNA
-31,6,nonDRNA
-31,7,nonDRNA
-36,7,nonDRNA
14,0,nonDRNA
-75,14,nonDRNA
-54,3,nonDRNA
-24,-4,nonDRNA
-8,5,nonDRNA
-4,3,nonDRNA
-7,-13,nonDRNA
-49,0,nonDRNA
-84,0,nonDRNA
-115,-6,nonDRNA
-32,-3,nonDRNA
-13,3,nonDRNA
-212,12,nonDRNA
-30,10,nonDRNA
-9,14,nonDRNA
-179,27,nonDRNA
-68,7,nonDRNA
-15,1,nonDRNA
-77,15,nonDRNA
-28,1,nonDRNA
-116,2,nonDRNA
-84,-6,nonDRNA
-41,-3,nonDRNA
-21,14,nonDRNA
-33,7,nonDRNA
-15,4,nonDRNA
-7,7,nonDRNA
-37,7,nonDRNA
-26,0,nonDRNA
2,22,nonDRNA
-49,3,nonDRNA
-61,-10,nonDRNA
-76,-1,nonDRNA
-31,4,nonDRNA
-19,8,nonDRNA
-47,5,nonDRNA
-18,-8,nonDRNA
1,49,nonDRNA
1,9,nonDRNA
-3,0,nonDRNA
-27,9,nonDRNA
-5,8,nonDRNA
8,-6,nonDRNA
19,8,nonDRNA
25,12,nonDRNA
-60,8,nonDRNA
-2,4,nonDRNA
40,3,nonDRNA
-85,19,nonDRNA
-21,2,nonDRNA
2,-1,nonDRNA
65,-34,nonDRNA
-105,-6,nonDRNA
-32,9,nonDRNA
-94,-12,nonDRNA
-7,-7,nonDRNA
13,-3,nonDRNA
-50,5,nonDRNA
-56,-15,nonDRNA
-40,-1,nonDRNA
-117,4,nonDRNA
39,38,nonDRNA
-1,2,nonDRNA
-45,1,nonDRNA
-14,-6,nonDRNA
8,7,nonDRNA
-7,0,nonDRNA
-117,10,nonDRNA
-25,13,nonDRNA
-9,4,nonDRNA
-11,-10,nonDRNA
-54,14,nonDRNA
-36,-3,nonDRNA
-17,4,nonDRNA
0,13,nonDRNA
-73,2,nonDRNA
-13,10,nonDRNA
-35,8,nonDRNA
-35,2,nonDRNA
-26,9,nonDRNA
-30,-3,nonDRNA
2,-10,nonDRNA
10,2,nonDRNA
-14,-12,nonDRNA
-15,-4,nonDRNA
-35,0,nonDRNA
-52,3,nonDRNA
-35,2,nonDRNA
-1,-2,nonDRNA
12,-3,nonDRNA
-114,8,nonDRNA
-52,4,nonDRNA
-69,-4,nonDRNA
-53,-1,nonDRNA
-54,-5,nonDRNA
-41,-4,nonDRNA
38,-26,nonDRNA
30,-8,nonDRNA
-787,41,nonDRNA
-41,8,nonDRNA
-1083,100,nonDRNA
-22,-12,nonDRNA
2,35,nonDRNA
-9,26,nonDRNA
-56,5,nonDRNA
5,9,nonDRNA
-84,4,nonDRNA
-21,5,nonDRNA
-47,1,nonDRNA
-77,1,nonDRNA
-83,11,nonDRNA
-29,-2,nonDRNA
-44,3,nonDRNA
-34,6,nonDRNA
5,1,nonDRNA
-26,2,nonDRNA
-103,6,nonDRNA
-40,17,nonDRNA
-30,7,nonDRNA
-15,7,nonDRNA
125,2,nonDRNA
-30,-5,nonDRNA
-47,2,nonDRNA
-38,17,nonDRNA
168,29,nonDRNA
28,-11,nonDRNA
33,-13,nonDRNA
-49,24,nonDRNA
17,15,nonDRNA
-29,-5,nonDRNA
-661,32,nonDRNA
-905,73,nonDRNA
-6,6,nonDRNA
-6,-4,nonDRNA
-28,-1,nonDRNA
-11,-2,nonDRNA
-19,2,nonDRNA
-52,6,nonDRNA
-11,26,nonDRNA
-75,-2,nonDRNA
-38,15,nonDRNA
-19,-5,nonDRNA
-2,11,nonDRNA
-55,1,nonDRNA
-17,7,nonDRNA
37,-3,nonDRNA
28,-10,nonDRNA
-76,3,nonDRNA
-33,11,nonDRNA
-36,17,nonDRNA
-126,-5,nonDRNA
-40,22,nonDRNA
-45,-9,nonDRNA
-55,6,nonDRNA
-40,7,nonDRNA
-38,7,nonDRNA
-30,-4,nonDRNA
-17,-14,nonDRNA
-49,17,nonDRNA
-111,3,nonDRNA
3,-9,nonDRNA
-23,0,nonDRNA
26,7,nonDRNA
-100,-6,nonDRNA
-117,14,nonDRNA
-89,16,nonDRNA
4,-6,nonDRNA
4,13,nonDRNA
-50,7,nonDRNA
-66,-2,nonDRNA
5,-6,nonDRNA
-85,7,nonDRNA
33,6,nonDRNA
70,-26,nonDRNA
-64,-8,nonDRNA
-50,5,nonDRNA
-3,-14,nonDRNA
-43,2,nonDRNA
-24,10,nonDRNA
-12,3,nonDRNA
-22,2,nonDRNA
-62,-13,nonDRNA
-65,13,nonDRNA
-10,4,nonDRNA
-51,4,nonDRNA
-96,-5,nonDRNA
-13,1,nonDRNA
-33,-5,nonDRNA
-42,6,nonDRNA
-57,-8,nonDRNA
-20,17,nonDRNA
-17,-4,nonDRNA
-3,-4,nonDRNA
-10,2,nonDRNA
-12,3,nonDRNA
-114,18,nonDRNA
7,0,nonDRNA
-46,1,nonDRNA
-67,16,nonDRNA
-1,-6,nonDRNA
-69,-3,nonDRNA
-39,16,nonDRNA
-53,11,nonDRNA
-232,25,nonDRNA
-62,-1,nonDRNA
-44,14,nonDRNA
-38,10,nonDRNA
-68,2,nonDRNA
-38,28,nonDRNA
-26,1,nonDRNA
-14,11,nonDRNA
-10,-12,nonDRNA
-65,1,nonDRNA
-18,29,nonDRNA
-23,1,nonDRNA
-32,11,nonDRNA
-54,0,nonDRNA
-261,21,nonDRNA
-51,3,nonDRNA
-23,0,nonDRNA
-36,7,nonDRNA
-75,-13,nonDRNA
-51,0,nonDRNA
-26,-9,nonDRNA
-45,-1,nonDRNA
-49,-3,nonDRNA
-36,3,nonDRNA
-71,-5,nonDRNA
-7,2,nonDRNA
-2,-2,nonDRNA
-77,2,nonDRNA
-73,6,nonDRNA
-7,-4,nonDRNA
14,3,nonDRNA
0,-6,nonDRNA
-15,0,nonDRNA
-15,0,nonDRNA
-28,-7,nonDRNA
-78,-19,nonDRNA
-21,10,nonDRNA
-26,3,nonDRNA
-29,7,nonDRNA
4,9,nonDRNA
-13,1,nonDRNA
-73,4,nonDRNA
-29,-3,nonDRNA
-28,-8,nonDRNA
-185,26,nonDRNA
-11,3,nonDRNA
-79,-14,nonDRNA
-60,19,nonDRNA
20,6,nonDRNA
-33,5,nonDRNA
-5,-3,nonDRNA
-39,-2,nonDRNA
-45,6,nonDRNA
-22,7,nonDRNA
-7,-14,nonDRNA
-64,-9,nonDRNA
-56,12,nonDRNA
-35,16,nonDRNA
10,-13,nonDRNA
-68,9,nonDRNA
-20,8,nonDRNA
-72,-3,nonDRNA
-184,-26,nonDRNA
-73,2,nonDRNA
-134,12,nonDRNA
9,8,nonDRNA
-27,2,nonDRNA
-70,-5,nonDRNA
-100,-8,nonDRNA
1,-2,nonDRNA
-52,1,nonDRNA
-103,-16,nonDRNA
-26,-6,nonDRNA
-26,1,nonDRNA
-28,9,nonDRNA
52,2,nonDRNA
-10,-3,nonDRNA
-14,-9,nonDRNA
-17,1,nonDRNA
-17,8,nonDRNA
-52,9,nonDRNA
-17,35,nonDRNA
-67,15,nonDRNA
24,22,nonDRNA
-10,-6,nonDRNA
-18,-6,nonDRNA
-5,34,nonDRNA
-23,2,nonDRNA
-19,-5,nonDRNA
-28,16,nonDRNA
-83,31,nonDRNA
-282,21,nonDRNA
-60,-5,nonDRNA
-19,-4,nonDRNA
-31,5,nonDRNA
-30,2,nonDRNA
0,9,nonDRNA
-47,-12,nonDRNA
-92,7,nonDRNA
-53,10,nonDRNA
-12,1,nonDRNA
-50,10,nonDRNA
-19,-5,nonDRNA
-38,3,nonDRNA
-41,5,nonDRNA
-130,3,nonDRNA
12,17,nonDRNA
-16,8,nonDRNA
-54,-5,nonDRNA
-78,15,nonDRNA
-70,12,nonDRNA
-21,2,nonDRNA
-26,-1,nonDRNA
-9,-12,nonDRNA
-54,-85,nonDRNA
-61,12,nonDRNA
-137,9,nonDRNA
-55,19,nonDRNA
-53,14,nonDRNA
-32,-10,nonDRNA
7,-1,nonDRNA
-102,7,nonDRNA
-3,24,nonDRNA
-38,-1,nonDRNA
-33,-3,nonDRNA
-22,2,nonDRNA
-86,15,nonDRNA
-26,-1,nonDRNA
-16,-3,nonDRNA
-66,0,nonDRNA
-12,-3,nonDRNA
-6,1,nonDRNA
-21,3,nonDRNA
-18,-2,nonDRNA
-10,1,nonDRNA
-22,-8,nonDRNA
-14,-8,nonDRNA
63,-96,nonDRNA
-76,14,nonDRNA
-22,-1,nonDRNA
-1,14,nonDRNA
-54,3,nonDRNA
-25,15,nonDRNA
0,2,nonDRNA
-39,-4,nonDRNA
-16,6,nonDRNA
0,15,nonDRNA
74,44,nonDRNA
-56,15,nonDRNA
-33,7,nonDRNA
-67,2,nonDRNA
-80,4,nonDRNA
-65,11,nonDRNA
3,2,nonDRNA
-23,-6,nonDRNA
-50,-3,nonDRNA
-53,-2,nonDRNA
-62,-37,nonDRNA
-66,-37,nonDRNA
-15,-7,nonDRNA
-81,10,nonDRNA
-13,-3,nonDRNA
-16,2,nonDRNA
-44,2,nonDRNA
-88,-12,nonDRNA
-95,2,nonDRNA
-9,1,nonDRNA
-37,3,nonDRNA
-49,6,nonDRNA
-30,14,nonDRNA
10,4,nonDRNA
-44,23,nonDRNA
-68,7,nonDRNA
23,8,nonDRNA
-189,31,nonDRNA
20,-6,nonDRNA
-33,-2,nonDRNA
-113,0,nonDRNA
85,100,nonDRNA
-22,7,nonDRNA
-16,1,nonDRNA
-9,22,nonDRNA
-41,-3,nonDRNA
-61,-1,nonDRNA
-38,19,nonDRNA
-32,9,nonDRNA
9,-29,nonDRNA
9,-29,nonDRNA
74,45,nonDRNA
186,47,nonDRNA
7,5,nonDRNA
-94,3,nonDRNA
-67,4,nonDRNA
-61,3,nonDRNA
19,1,nonDRNA
-10,7,nonDRNA
3,-2,nonDRNA
-58,13,nonDRNA
8,-5,nonDRNA
-39,1,nonDRNA
-21,13,nonDRNA
-34,16,nonDRNA
-18,5,nonDRNA
-23,8,nonDRNA
-14,6,nonDRNA
-35,7,nonDRNA
-28,3,nonDRNA
-40,-2,nonDRNA
-19,-2,nonDRNA
34,5,nonDRNA
-32,1,nonDRNA
46,29,nonDRNA
-34,-7,nonDRNA
-58,1,nonDRNA
-7,-15,nonDRNA
-49,3,nonDRNA
-77,2,nonDRNA
-30,18,nonDRNA
61,0,nonDRNA
-9,-9,nonDRNA
166,67,nonDRNA
-172,11,nonDRNA
-55,14,nonDRNA
-65,16,nonDRNA
21,18,nonDRNA
-41,-2,nonDRNA
-38,3,nonDRNA
1,2,nonDRNA
97,67,nonDRNA
-37,7,nonDRNA
23,-13,nonDRNA
-120,1,nonDRNA
22,-4,nonDRNA
-83,-6,nonDRNA
23,-22,nonDRNA
-45,1,nonDRNA
2,-13,nonDRNA
-46,3,nonDRNA
-44,-4,nonDRNA
-105,7,nonDRNA
-29,-4,nonDRNA
-30,-2,nonDRNA
-150,54,nonDRNA
-150,54,nonDRNA
-83,8,nonDRNA
19,38,nonDRNA
-34,-3,nonDRNA
-38,-6,nonDRNA
-46,5,nonDRNA
-178,0,nonDRNA
100,16,nonDRNA
-7,-13,nonDRNA
-106,-19,nonDRNA
16,-8,nonDRNA
-69,6,nonDRNA
-81,-6,nonDRNA
3,2,nonDRNA
-7,12,nonDRNA
-16,0,nonDRNA
-2,-1,nonDRNA
-6,1,nonDRNA
-11,0,nonDRNA
-15,2,nonDRNA
-40,9,nonDRNA
-101,-5,nonDRNA
-48,-5,nonDRNA
-52,-5,nonDRNA
-3,-6,nonDRNA
-26,-8,nonDRNA
-17,3,nonDRNA
-9,9,nonDRNA
-86,32,nonDRNA
198,23,nonDRNA
-24,7,nonDRNA
-25,-6,nonDRNA
-14,-6,nonDRNA
-34,1,nonDRNA
-32,5,nonDRNA
-71,2,nonDRNA
-71,1,nonDRNA
126,-22,nonDRNA
-5,8,nonDRNA
15,5,nonDRNA
-2,-2,nonDRNA
-49,-6,nonDRNA
-11,-2,nonDRNA
-70,-4,nonDRNA
-76,14,nonDRNA
73,-40,nonDRNA
-31,8,nonDRNA
-33,-5,nonDRNA
-55,1,nonDRNA
-52,-2,nonDRNA
-9,7,nonDRNA
-12,1,nonDRNA
1,9,nonDRNA
15,-13,nonDRNA
-1,-1,nonDRNA
-63,-3,nonDRNA
-48,11,nonDRNA
4,4,nonDRNA
-9,9,nonDRNA
-109,2,nonDRNA
-4,2,nonDRNA
-20,-2,nonDRNA
-14,3,nonDRNA
13,-10,nonDRNA
-27,18,nonDRNA
0,6,nonDRNA
-62,-11,nonDRNA
-56,13,nonDRNA
-202,3,nonDRNA
39,3,nonDRNA
-41,0,nonDRNA
-55,6,nonDRNA
-56,-27,nonDRNA
-54,3,nonDRNA
-144,19,nonDRNA
-98,-4,nonDRNA
-5,-4,nonDRNA
-104,34,nonDRNA
-25,15,nonDRNA
115,61,nonDRNA
-106,-19,nonDRNA
-32,9,nonDRNA
-45,-17,nonDRNA
-14,2,nonDRNA
-57,1,nonDRNA
-45,-1,nonDRNA
-15,-4,nonDRNA
-20,5,nonDRNA
-195,-10,nonDRNA
-14,-3,nonDRNA
-43,15,nonDRNA
124,14,nonDRNA
-6,-18,nonDRNA
-11,-1,nonDRNA
25,0,nonDRNA
74,-10,nonDRNA
-40,-23,nonDRNA
0,9,nonDRNA
111,19,nonDRNA
-206,2,nonDRNA
-32,7,nonDRNA
-95,9,nonDRNA
21,-6,nonDRNA
-59,-5,nonDRNA
-35,8,nonDRNA
-33,6,nonDRNA
337,-43,nonDRNA
46,7,nonDRNA
208,-108,nonDRNA
-21,-1,nonDRNA
-43,4,nonDRNA
-74,-5,nonDRNA
-23,17,nonDRNA
-38,16,nonDRNA
14,15,nonDRNA
63,16,nonDRNA
-85,6,nonDRNA
-41,-6,nonDRNA
160,85,nonDRNA
-13,7,nonDRNA
-30,-1,nonDRNA
-31,4,nonDRNA
-6,34,nonDRNA
-29,10,nonDRNA
-31,11,nonDRNA
13,4,nonDRNA
-17,3,nonDRNA
-151,-107,nonDRNA
-39,0,nonDRNA
-10,0,nonDRNA
-34,6,nonDRNA
-6,13,nonDRNA
-58,2,nonDRNA
-103,9,nonDRNA
-90,17,nonDRNA
-55,4,nonDRNA
-37,14,nonDRNA
-72,0,nonDRNA
-32,13,nonDRNA
13,28,nonDRNA
188,75,nonDRNA
-103,27,nonDRNA
3,-16,nonDRNA
22,6,nonDRNA
-1,-17,nonDRNA
-120,12,nonDRNA
-115,-8,nonDRNA
-49,2,nonDRNA
-151,-8,nonDRNA
-12,6,nonDRNA
47,19,nonDRNA
-15,12,nonDRNA
-29,10,nonDRNA
-31,10,nonDRNA
-2,9,nonDRNA
-14,3,nonDRNA
-56,15,nonDRNA
-14,0,nonDRNA
-1,-2,nonDRNA
43,-17,nonDRNA
-80,15,nonDRNA
-25,1,nonDRNA
-7,-1,nonDRNA
88,27,nonDRNA
-70,-8,nonDRNA
-22,6,nonDRNA
81,-63,nonDRNA
-55,5,nonDRNA
35,24,nonDRNA
-7,11,nonDRNA
7,-8,nonDRNA
27,31,nonDRNA
-14,-5,nonDRNA
-63,-2,nonDRNA
-13,16,nonDRNA
20,-2,nonDRNA
-77,-2,nonDRNA
-4,4,nonDRNA
-24,-3,nonDRNA
-61,3,nonDRNA
-31,-1,nonDRNA
127,23,nonDRNA
-39,-13,nonDRNA
-36,26,nonDRNA
-6,-3,nonDRNA
-97,0,nonDRNA
-77,9,nonDRNA
-144,4,nonDRNA
-34,7,nonDRNA
-25,-1,nonDRNA
-69,-5,nonDRNA
-98,17,nonDRNA
-50,-5,nonDRNA
-5,-1,nonDRNA
-62,-3,nonDRNA
-58,4,nonDRNA
-111,0,nonDRNA
-18,-6,nonDRNA
-21,-3,nonDRNA
2,28,nonDRNA
-27,-6,nonDRNA
3,-4,nonDRNA
-46,2,nonDRNA
-24,0,nonDRNA
27,-14,nonDRNA
10,10,nonDRNA
-49,-48,nonDRNA
62,12,nonDRNA
27,47,nonDRNA
-82,5,nonDRNA
-84,-3,nonDRNA
-77,0,nonDRNA
-124,-2,nonDRNA
-20,-11,nonDRNA
18,10,nonDRNA
-149,-16,nonDRNA
-161,-14,nonDRNA
-19,11,nonDRNA
5,-11,nonDRNA
-30,4,nonDRNA
-43,-1,nonDRNA
65,-5,nonDRNA
-32,16,nonDRNA
7,2,nonDRNA
-60,1,nonDRNA
-5,2,nonDRNA
-5,2,nonDRNA
-61,-3,nonDRNA
-19,2,nonDRNA
1,3,nonDRNA
-18,2,nonDRNA
-12,2,nonDRNA
-37,3,nonDRNA
-52,19,nonDRNA
-217,-9,nonDRNA
-33,-4,nonDRNA
-46,1,nonDRNA
-81,2,nonDRNA
-37,-14,nonDRNA
24,12,nonDRNA
8,8,nonDRNA
6,3,nonDRNA
-189,8,nonDRNA
-245,43,nonDRNA
-4,-8,nonDRNA
-2,-6,nonDRNA
0,-3,nonDRNA
-2,-4,nonDRNA
40,13,nonDRNA
-9,-2,nonDRNA
-10,1,nonDRNA
-60,3,nonDRNA
0,-6,nonDRNA
-4,1,nonDRNA
-60,-1,nonDRNA
215,-21,nonDRNA
6,-1,nonDRNA
-25,0,nonDRNA
-67,-1,nonDRNA
-27,-6,nonDRNA
-25,23,nonDRNA
-40,21,nonDRNA
-22,4,nonDRNA
43,0,nonDRNA
-27,-7,nonDRNA
-25,-12,nonDRNA
19,-2,nonDRNA
-71,-19,nonDRNA
46,-38,nonDRNA
-16,-9,nonDRNA
-7,-20,nonDRNA
53,16,nonDRNA
-104,-23,nonDRNA
0,4,nonDRNA
-20,1,nonDRNA
-14,12,nonDRNA
-8,-4,nonDRNA
8,8,nonDRNA
-76,-1,nonDRNA
-40,-2,nonDRNA
-65,-1,nonDRNA
-40,4,nonDRNA
-32,11,nonDRNA
-21,-6,nonDRNA
7,0,nonDRNA
-25,-10,nonDRNA
1,-6,nonDRNA
-98,4,nonDRNA
-371,26,nonDRNA
-49,5,nonDRNA
-39,7,nonDRNA
-34,1,nonDRNA
18,-7,nonDRNA
-77,3,nonDRNA
-64,20,nonDRNA
-27,-11,nonDRNA
-152,-11,nonDRNA
-63,3,nonDRNA
1,7,nonDRNA
-25,9,nonDRNA
-65,20,nonDRNA
-80,18,nonDRNA
-63,9,nonDRNA
-43,-21,nonDRNA
-81,-28,nonDRNA
-7,9,nonDRNA
-15,5,nonDRNA
-37,2,nonDRNA
89,9,nonDRNA
-61,-5,nonDRNA
-33,3,nonDRNA
-28,27,nonDRNA
85,15,nonDRNA
-45,3,nonDRNA
-74,20,nonDRNA
90,51,nonDRNA
39,-4,nonDRNA
-72,9,nonDRNA
-19,0,nonDRNA
-49,9,nonDRNA
-84,24,nonDRNA
-88,2,nonDRNA
-39,-4,nonDRNA
-13,45,nonDRNA
-63,1,nonDRNA
-26,-13,nonDRNA
-1,-12,nonDRNA
-24,9,nonDRNA
-23,0,nonDRNA
-25,-4,nonDRNA
-25,-5,nonDRNA
-21,-2,nonDRNA
-90,14,nonDRNA
-44,-1,nonDRNA
-8,14,nonDRNA
2,3,nonDRNA
-49,5,nonDRNA
-21,-3,nonDRNA
16,6,nonDRNA
-87,-1,nonDRNA
-3,-15,nonDRNA
-11,1,nonDRNA
-52,5,nonDRNA
37,3,nonDRNA
-61,1,nonDRNA
104,-25,nonDRNA
-18,-5,nonDRNA
-39,0,nonDRNA
-21,2,nonDRNA
-51,4,nonDRNA
-195,6,nonDRNA
-48,2,nonDRNA
-26,5,nonDRNA
-62,14,nonDRNA
-14,0,nonDRNA
-38,2,nonDRNA
-34,-4,nonDRNA
-8,5,nonDRNA
-84,0,nonDRNA
-12,5,nonDRNA
-9,8,nonDRNA
-17,-6,nonDRNA
-7,3,nonDRNA
-42,16,nonDRNA
-23,-1,nonDRNA
-103,13,nonDRNA
-18,4,nonDRNA
-26,13,nonDRNA
-33,3,nonDRNA
-16,8,nonDRNA
-39,8,nonDRNA
-35,-8,nonDRNA
-12,5,nonDRNA
-5,11,nonDRNA
-18,11,nonDRNA
-7,11,nonDRNA
-1,10,nonDRNA
-20,7,nonDRNA
-64,0,nonDRNA
-30,2,nonDRNA
-21,5,nonDRNA
-17,6,nonDRNA
-3,1,nonDRNA
-79,5,nonDRNA
-27,-1,nonDRNA
-1,-18,nonDRNA
-94,-1,nonDRNA
-88,20,nonDRNA
-11,5,nonDRNA
60,29,nonDRNA
211,-28,nonDRNA
-43,14,nonDRNA
-150,77,nonDRNA
21,-21,nonDRNA
-8,4,nonDRNA
-32,-11,nonDRNA
-17,-7,nonDRNA
-41,3,nonDRNA
-4,-3,nonDRNA
-108,21,nonDRNA
-42,4,nonDRNA
-56,-4,nonDRNA
-116,5,nonDRNA
4,-2,nonDRNA
-32,-1,nonDRNA
166,2,nonDRNA
-20,-1,nonDRNA
-4,-4,nonDRNA
-51,4,nonDRNA
-164,33,nonDRNA
-20,13,nonDRNA
-2,20,nonDRNA
-39,4,nonDRNA
-21,1,nonDRNA
-36,-6,nonDRNA
-31,0,nonDRNA
-11,5,nonDRNA
-24,-6,nonDRNA
-2,-2,nonDRNA
-30,2,nonDRNA
-84,-36,nonDRNA
-361,128,nonDRNA
-57,-2,nonDRNA
-5,10,nonDRNA
-2,20,nonDRNA
-30,-13,nonDRNA
1,40,nonDRNA
-40,-36,nonDRNA
-23,13,nonDRNA
-19,-4,nonDRNA
-10,49,nonDRNA
-58,4,nonDRNA
-15,-4,nonDRNA
-38,0,nonDRNA
-70,-15,nonDRNA
34,42,nonDRNA
-45,13,nonDRNA
-55,11,nonDRNA
-12,31,nonDRNA
-1,33,nonDRNA
-50,29,nonDRNA
0,12,nonDRNA
-38,2,nonDRNA
-77,2,nonDRNA
-57,1,nonDRNA
-26,4,nonDRNA
-105,7,nonDRNA
-12,-1,nonDRNA
-9,11,nonDRNA
-5,9,nonDRNA
-1,-2,nonDRNA
10,1,nonDRNA
-40,4,nonDRNA
-77,0,nonDRNA
-35,-7,nonDRNA
-22,4,nonDRNA
-50,8,nonDRNA
-35,-4,nonDRNA
-3,-4,nonDRNA
-49,6,nonDRNA
-32,6,nonDRNA
-24,-2,nonDRNA
66,7,nonDRNA
-39,9,nonDRNA
-5,-4,nonDRNA
-62,-5,nonDRNA
503,38,nonDRNA
-42,16,nonDRNA
64,17,nonDRNA
-78,8,nonDRNA
-58,4,nonDRNA
-40,14,nonDRNA
-49,-2,nonDRNA
-65,15,nonDRNA
-38,15,nonDRNA
-37,0,nonDRNA
-51,-8,nonDRNA
-21,6,nonDRNA
-64,-2,nonDRNA
6,-5,nonDRNA
44,-20,nonDRNA
-86,37,nonDRNA
-15,-9,nonDRNA
-40,4,nonDRNA
-130,16,nonDRNA
-37,19,nonDRNA
-11,-2,nonDRNA
1,-3,nonDRNA
-35,-4,nonDRNA
25,30,nonDRNA
5,-4,nonDRNA
-36,21,nonDRNA
-73,0,nonDRNA
-106,47,nonDRNA
15,1,nonDRNA
-52,-6,nonDRNA
-27,3,nonDRNA
-122,13,nonDRNA
-31,12,nonDRNA
-11,0,nonDRNA
-78,4,nonDRNA
-21,10,nonDRNA
8,-15,nonDRNA
-23,-30,nonDRNA
-63,9,nonDRNA
8,-22,nonDRNA
-73,-10,nonDRNA
-154,11,nonDRNA
10,16,nonDRNA
-56,-8,nonDRNA
-13,8,nonDRNA
9,-9,nonDRNA
-28,7,nonDRNA
4,10,nonDRNA
-180,10,nonDRNA
-1,-9,nonDRNA
-28,1,nonDRNA
27,-10,nonDRNA
-23,14,nonDRNA
-30,-18,nonDRNA
-43,2,nonDRNA
-25,4,nonDRNA
30,-16,nonDRNA
6,-6,nonDRNA
144,0,nonDRNA
-26,19,nonDRNA
-23,5,nonDRNA
-84,2,nonDRNA
-3,4,nonDRNA
21,5,nonDRNA
-59,1,nonDRNA
-73,4,nonDRNA
-15,31,nonDRNA
-13,27,nonDRNA
3,34,nonDRNA
0,34,nonDRNA
58,-13,nonDRNA
-1,2,nonDRNA
-48,-15,nonDRNA
-66,5,nonDRNA
-67,1,nonDRNA
-85,-25,nonDRNA
-9,-4,nonDRNA
-90,13,nonDRNA
28,1,nonDRNA
-2,2,nonDRNA
-75,-5,nonDRNA
-3,5,nonDRNA
-55,-1,nonDRNA
-58,-5,nonDRNA
-24,0,nonDRNA
14,11,nonDRNA
14,5,nonDRNA
-11,-3,nonDRNA
-25,4,nonDRNA
-97,3,nonDRNA
-89,-1,nonDRNA
-65,39,nonDRNA
-1,3,nonDRNA
-54,7,nonDRNA
-37,-11,nonDRNA
-28,-1,nonDRNA
-35,-12,nonDRNA
-92,9,nonDRNA
-76,-7,nonDRNA
